seat	row	section_name	venue_name
41	17	Balcony 2	The Anthem
42	17	Balcony 2	The Anthem
43	17	Balcony 2	The Anthem
44	17	Balcony 2	The Anthem
45	17	Balcony 2	The Anthem
46	17	Balcony 2	The Anthem
47	17	Balcony 2	The Anthem
48	17	Balcony 2	The Anthem
49	17	Balcony 2	The Anthem
50	17	Balcony 2	The Anthem
1	18	Balcony 2	The Anthem
2	18	Balcony 2	The Anthem
3	18	Balcony 2	The Anthem
4	18	Balcony 2	The Anthem
5	18	Balcony 2	The Anthem
6	18	Balcony 2	The Anthem
7	18	Balcony 2	The Anthem
8	18	Balcony 2	The Anthem
9	18	Balcony 2	The Anthem
10	18	Balcony 2	The Anthem
11	18	Balcony 2	The Anthem
12	18	Balcony 2	The Anthem
13	18	Balcony 2	The Anthem
14	18	Balcony 2	The Anthem
15	18	Balcony 2	The Anthem
16	18	Balcony 2	The Anthem
17	18	Balcony 2	The Anthem
18	18	Balcony 2	The Anthem
19	18	Balcony 2	The Anthem
20	18	Balcony 2	The Anthem
21	18	Balcony 2	The Anthem
22	18	Balcony 2	The Anthem
23	18	Balcony 2	The Anthem
24	18	Balcony 2	The Anthem
25	18	Balcony 2	The Anthem
26	18	Balcony 2	The Anthem
27	18	Balcony 2	The Anthem
28	18	Balcony 2	The Anthem
29	18	Balcony 2	The Anthem
30	18	Balcony 2	The Anthem
31	18	Balcony 2	The Anthem
32	18	Balcony 2	The Anthem
33	18	Balcony 2	The Anthem
34	18	Balcony 2	The Anthem
35	18	Balcony 2	The Anthem
36	18	Balcony 2	The Anthem
37	18	Balcony 2	The Anthem
38	18	Balcony 2	The Anthem
39	18	Balcony 2	The Anthem
40	18	Balcony 2	The Anthem
41	18	Balcony 2	The Anthem
42	18	Balcony 2	The Anthem
43	18	Balcony 2	The Anthem
44	18	Balcony 2	The Anthem
45	18	Balcony 2	The Anthem
46	18	Balcony 2	The Anthem
47	18	Balcony 2	The Anthem
48	18	Balcony 2	The Anthem
49	18	Balcony 2	The Anthem
50	18	Balcony 2	The Anthem
1	19	Balcony 2	The Anthem
2	19	Balcony 2	The Anthem
3	19	Balcony 2	The Anthem
4	19	Balcony 2	The Anthem
5	19	Balcony 2	The Anthem
6	19	Balcony 2	The Anthem
7	19	Balcony 2	The Anthem
8	19	Balcony 2	The Anthem
9	19	Balcony 2	The Anthem
10	19	Balcony 2	The Anthem
11	19	Balcony 2	The Anthem
12	19	Balcony 2	The Anthem
13	19	Balcony 2	The Anthem
14	19	Balcony 2	The Anthem
15	19	Balcony 2	The Anthem
16	19	Balcony 2	The Anthem
17	19	Balcony 2	The Anthem
18	19	Balcony 2	The Anthem
19	19	Balcony 2	The Anthem
20	19	Balcony 2	The Anthem
21	19	Balcony 2	The Anthem
22	19	Balcony 2	The Anthem
23	19	Balcony 2	The Anthem
24	19	Balcony 2	The Anthem
25	19	Balcony 2	The Anthem
26	19	Balcony 2	The Anthem
27	19	Balcony 2	The Anthem
28	19	Balcony 2	The Anthem
29	19	Balcony 2	The Anthem
30	19	Balcony 2	The Anthem
31	19	Balcony 2	The Anthem
32	19	Balcony 2	The Anthem
33	19	Balcony 2	The Anthem
34	19	Balcony 2	The Anthem
35	19	Balcony 2	The Anthem
36	19	Balcony 2	The Anthem
37	19	Balcony 2	The Anthem
38	19	Balcony 2	The Anthem
39	19	Balcony 2	The Anthem
40	19	Balcony 2	The Anthem
41	19	Balcony 2	The Anthem
42	19	Balcony 2	The Anthem
43	19	Balcony 2	The Anthem
44	19	Balcony 2	The Anthem
45	19	Balcony 2	The Anthem
46	19	Balcony 2	The Anthem
47	19	Balcony 2	The Anthem
48	19	Balcony 2	The Anthem
49	19	Balcony 2	The Anthem
50	19	Balcony 2	The Anthem
1	20	Balcony 2	The Anthem
2	20	Balcony 2	The Anthem
3	20	Balcony 2	The Anthem
4	20	Balcony 2	The Anthem
5	20	Balcony 2	The Anthem
6	20	Balcony 2	The Anthem
7	20	Balcony 2	The Anthem
8	20	Balcony 2	The Anthem
9	20	Balcony 2	The Anthem
10	20	Balcony 2	The Anthem
11	20	Balcony 2	The Anthem
12	20	Balcony 2	The Anthem
13	20	Balcony 2	The Anthem
14	20	Balcony 2	The Anthem
15	20	Balcony 2	The Anthem
16	20	Balcony 2	The Anthem
17	20	Balcony 2	The Anthem
18	20	Balcony 2	The Anthem
19	20	Balcony 2	The Anthem
20	20	Balcony 2	The Anthem
21	20	Balcony 2	The Anthem
22	20	Balcony 2	The Anthem
23	20	Balcony 2	The Anthem
24	20	Balcony 2	The Anthem
25	20	Balcony 2	The Anthem
26	20	Balcony 2	The Anthem
27	20	Balcony 2	The Anthem
28	20	Balcony 2	The Anthem
29	20	Balcony 2	The Anthem
30	20	Balcony 2	The Anthem
31	20	Balcony 2	The Anthem
32	20	Balcony 2	The Anthem
33	20	Balcony 2	The Anthem
34	20	Balcony 2	The Anthem
35	20	Balcony 2	The Anthem
36	20	Balcony 2	The Anthem
37	20	Balcony 2	The Anthem
38	20	Balcony 2	The Anthem
39	20	Balcony 2	The Anthem
40	20	Balcony 2	The Anthem
41	20	Balcony 2	The Anthem
42	20	Balcony 2	The Anthem
43	20	Balcony 2	The Anthem
44	20	Balcony 2	The Anthem
45	20	Balcony 2	The Anthem
46	20	Balcony 2	The Anthem
47	20	Balcony 2	The Anthem
48	20	Balcony 2	The Anthem
49	20	Balcony 2	The Anthem
50	20	Balcony 2	The Anthem
1	21	Balcony 2	The Anthem
2	21	Balcony 2	The Anthem
3	21	Balcony 2	The Anthem
4	21	Balcony 2	The Anthem
5	21	Balcony 2	The Anthem
6	21	Balcony 2	The Anthem
7	21	Balcony 2	The Anthem
8	21	Balcony 2	The Anthem
9	21	Balcony 2	The Anthem
10	21	Balcony 2	The Anthem
11	21	Balcony 2	The Anthem
12	21	Balcony 2	The Anthem
13	21	Balcony 2	The Anthem
14	21	Balcony 2	The Anthem
15	21	Balcony 2	The Anthem
16	21	Balcony 2	The Anthem
17	21	Balcony 2	The Anthem
18	21	Balcony 2	The Anthem
19	21	Balcony 2	The Anthem
20	21	Balcony 2	The Anthem
21	21	Balcony 2	The Anthem
22	21	Balcony 2	The Anthem
23	21	Balcony 2	The Anthem
24	21	Balcony 2	The Anthem
25	21	Balcony 2	The Anthem
26	21	Balcony 2	The Anthem
27	21	Balcony 2	The Anthem
28	21	Balcony 2	The Anthem
29	21	Balcony 2	The Anthem
30	21	Balcony 2	The Anthem
31	21	Balcony 2	The Anthem
32	21	Balcony 2	The Anthem
33	21	Balcony 2	The Anthem
34	21	Balcony 2	The Anthem
35	21	Balcony 2	The Anthem
36	21	Balcony 2	The Anthem
37	21	Balcony 2	The Anthem
38	21	Balcony 2	The Anthem
39	21	Balcony 2	The Anthem
40	21	Balcony 2	The Anthem
41	21	Balcony 2	The Anthem
42	21	Balcony 2	The Anthem
43	21	Balcony 2	The Anthem
44	21	Balcony 2	The Anthem
45	21	Balcony 2	The Anthem
46	21	Balcony 2	The Anthem
47	21	Balcony 2	The Anthem
48	21	Balcony 2	The Anthem
49	21	Balcony 2	The Anthem
50	21	Balcony 2	The Anthem
1	22	Balcony 2	The Anthem
2	22	Balcony 2	The Anthem
3	22	Balcony 2	The Anthem
4	22	Balcony 2	The Anthem
5	22	Balcony 2	The Anthem
6	22	Balcony 2	The Anthem
7	22	Balcony 2	The Anthem
8	22	Balcony 2	The Anthem
9	22	Balcony 2	The Anthem
10	22	Balcony 2	The Anthem
11	22	Balcony 2	The Anthem
12	22	Balcony 2	The Anthem
13	22	Balcony 2	The Anthem
14	22	Balcony 2	The Anthem
15	22	Balcony 2	The Anthem
16	22	Balcony 2	The Anthem
17	22	Balcony 2	The Anthem
18	22	Balcony 2	The Anthem
19	22	Balcony 2	The Anthem
20	22	Balcony 2	The Anthem
21	22	Balcony 2	The Anthem
22	22	Balcony 2	The Anthem
23	22	Balcony 2	The Anthem
24	22	Balcony 2	The Anthem
25	22	Balcony 2	The Anthem
26	22	Balcony 2	The Anthem
27	22	Balcony 2	The Anthem
28	22	Balcony 2	The Anthem
29	22	Balcony 2	The Anthem
30	22	Balcony 2	The Anthem
31	22	Balcony 2	The Anthem
32	22	Balcony 2	The Anthem
33	22	Balcony 2	The Anthem
34	22	Balcony 2	The Anthem
35	22	Balcony 2	The Anthem
36	22	Balcony 2	The Anthem
37	22	Balcony 2	The Anthem
38	22	Balcony 2	The Anthem
39	22	Balcony 2	The Anthem
40	22	Balcony 2	The Anthem
41	22	Balcony 2	The Anthem
42	22	Balcony 2	The Anthem
43	22	Balcony 2	The Anthem
44	22	Balcony 2	The Anthem
45	22	Balcony 2	The Anthem
46	22	Balcony 2	The Anthem
47	22	Balcony 2	The Anthem
48	22	Balcony 2	The Anthem
49	22	Balcony 2	The Anthem
50	22	Balcony 2	The Anthem
1	23	Balcony 2	The Anthem
2	23	Balcony 2	The Anthem
3	23	Balcony 2	The Anthem
4	23	Balcony 2	The Anthem
5	23	Balcony 2	The Anthem
6	23	Balcony 2	The Anthem
7	23	Balcony 2	The Anthem
8	23	Balcony 2	The Anthem
9	23	Balcony 2	The Anthem
10	23	Balcony 2	The Anthem
11	23	Balcony 2	The Anthem
12	23	Balcony 2	The Anthem
13	23	Balcony 2	The Anthem
14	23	Balcony 2	The Anthem
15	23	Balcony 2	The Anthem
16	23	Balcony 2	The Anthem
17	23	Balcony 2	The Anthem
18	23	Balcony 2	The Anthem
19	23	Balcony 2	The Anthem
20	23	Balcony 2	The Anthem
21	23	Balcony 2	The Anthem
22	23	Balcony 2	The Anthem
23	23	Balcony 2	The Anthem
24	23	Balcony 2	The Anthem
25	23	Balcony 2	The Anthem
26	23	Balcony 2	The Anthem
27	23	Balcony 2	The Anthem
28	23	Balcony 2	The Anthem
29	23	Balcony 2	The Anthem
30	23	Balcony 2	The Anthem
31	23	Balcony 2	The Anthem
32	23	Balcony 2	The Anthem
33	23	Balcony 2	The Anthem
34	23	Balcony 2	The Anthem
35	23	Balcony 2	The Anthem
36	23	Balcony 2	The Anthem
37	23	Balcony 2	The Anthem
38	23	Balcony 2	The Anthem
39	23	Balcony 2	The Anthem
40	23	Balcony 2	The Anthem
41	23	Balcony 2	The Anthem
42	23	Balcony 2	The Anthem
43	23	Balcony 2	The Anthem
44	23	Balcony 2	The Anthem
45	23	Balcony 2	The Anthem
46	23	Balcony 2	The Anthem
47	23	Balcony 2	The Anthem
48	23	Balcony 2	The Anthem
49	23	Balcony 2	The Anthem
50	23	Balcony 2	The Anthem
1	24	Balcony 2	The Anthem
2	24	Balcony 2	The Anthem
3	24	Balcony 2	The Anthem
4	24	Balcony 2	The Anthem
5	24	Balcony 2	The Anthem
6	24	Balcony 2	The Anthem
7	24	Balcony 2	The Anthem
8	24	Balcony 2	The Anthem
9	24	Balcony 2	The Anthem
10	24	Balcony 2	The Anthem
11	24	Balcony 2	The Anthem
12	24	Balcony 2	The Anthem
13	24	Balcony 2	The Anthem
14	24	Balcony 2	The Anthem
15	24	Balcony 2	The Anthem
16	24	Balcony 2	The Anthem
17	24	Balcony 2	The Anthem
18	24	Balcony 2	The Anthem
19	24	Balcony 2	The Anthem
20	24	Balcony 2	The Anthem
21	24	Balcony 2	The Anthem
22	24	Balcony 2	The Anthem
23	24	Balcony 2	The Anthem
24	24	Balcony 2	The Anthem
25	24	Balcony 2	The Anthem
26	24	Balcony 2	The Anthem
27	24	Balcony 2	The Anthem
28	24	Balcony 2	The Anthem
29	24	Balcony 2	The Anthem
30	24	Balcony 2	The Anthem
31	24	Balcony 2	The Anthem
32	24	Balcony 2	The Anthem
33	24	Balcony 2	The Anthem
34	24	Balcony 2	The Anthem
35	24	Balcony 2	The Anthem
36	24	Balcony 2	The Anthem
37	24	Balcony 2	The Anthem
38	24	Balcony 2	The Anthem
39	24	Balcony 2	The Anthem
40	24	Balcony 2	The Anthem
41	24	Balcony 2	The Anthem
42	24	Balcony 2	The Anthem
43	24	Balcony 2	The Anthem
44	24	Balcony 2	The Anthem
45	24	Balcony 2	The Anthem
46	24	Balcony 2	The Anthem
47	24	Balcony 2	The Anthem
48	24	Balcony 2	The Anthem
49	24	Balcony 2	The Anthem
50	24	Balcony 2	The Anthem
1	25	Balcony 2	The Anthem
2	25	Balcony 2	The Anthem
3	25	Balcony 2	The Anthem
4	25	Balcony 2	The Anthem
5	25	Balcony 2	The Anthem
6	25	Balcony 2	The Anthem
7	25	Balcony 2	The Anthem
8	25	Balcony 2	The Anthem
9	25	Balcony 2	The Anthem
10	25	Balcony 2	The Anthem
11	25	Balcony 2	The Anthem
12	25	Balcony 2	The Anthem
13	25	Balcony 2	The Anthem
14	25	Balcony 2	The Anthem
15	25	Balcony 2	The Anthem
16	25	Balcony 2	The Anthem
17	25	Balcony 2	The Anthem
18	25	Balcony 2	The Anthem
19	25	Balcony 2	The Anthem
20	25	Balcony 2	The Anthem
21	25	Balcony 2	The Anthem
22	25	Balcony 2	The Anthem
23	25	Balcony 2	The Anthem
24	25	Balcony 2	The Anthem
25	25	Balcony 2	The Anthem
26	25	Balcony 2	The Anthem
27	25	Balcony 2	The Anthem
28	25	Balcony 2	The Anthem
29	25	Balcony 2	The Anthem
30	25	Balcony 2	The Anthem
31	25	Balcony 2	The Anthem
32	25	Balcony 2	The Anthem
33	25	Balcony 2	The Anthem
34	25	Balcony 2	The Anthem
35	25	Balcony 2	The Anthem
36	25	Balcony 2	The Anthem
37	25	Balcony 2	The Anthem
38	25	Balcony 2	The Anthem
39	25	Balcony 2	The Anthem
40	25	Balcony 2	The Anthem
41	25	Balcony 2	The Anthem
42	25	Balcony 2	The Anthem
43	25	Balcony 2	The Anthem
44	25	Balcony 2	The Anthem
45	25	Balcony 2	The Anthem
46	25	Balcony 2	The Anthem
47	25	Balcony 2	The Anthem
48	25	Balcony 2	The Anthem
49	25	Balcony 2	The Anthem
50	25	Balcony 2	The Anthem
1	1	Opera Boxes	Thalia Hall
2	1	Opera Boxes	Thalia Hall
3	1	Opera Boxes	Thalia Hall
4	1	Opera Boxes	Thalia Hall
5	1	Opera Boxes	Thalia Hall
6	1	Opera Boxes	Thalia Hall
7	1	Opera Boxes	Thalia Hall
8	1	Opera Boxes	Thalia Hall
9	1	Opera Boxes	Thalia Hall
10	1	Opera Boxes	Thalia Hall
1	2	Opera Boxes	Thalia Hall
2	2	Opera Boxes	Thalia Hall
3	2	Opera Boxes	Thalia Hall
4	2	Opera Boxes	Thalia Hall
5	2	Opera Boxes	Thalia Hall
6	2	Opera Boxes	Thalia Hall
7	2	Opera Boxes	Thalia Hall
8	2	Opera Boxes	Thalia Hall
9	2	Opera Boxes	Thalia Hall
10	2	Opera Boxes	Thalia Hall
1	3	Opera Boxes	Thalia Hall
2	3	Opera Boxes	Thalia Hall
3	3	Opera Boxes	Thalia Hall
4	3	Opera Boxes	Thalia Hall
5	3	Opera Boxes	Thalia Hall
6	3	Opera Boxes	Thalia Hall
7	3	Opera Boxes	Thalia Hall
8	3	Opera Boxes	Thalia Hall
9	3	Opera Boxes	Thalia Hall
10	3	Opera Boxes	Thalia Hall
1	4	Opera Boxes	Thalia Hall
2	4	Opera Boxes	Thalia Hall
3	4	Opera Boxes	Thalia Hall
4	4	Opera Boxes	Thalia Hall
5	4	Opera Boxes	Thalia Hall
6	4	Opera Boxes	Thalia Hall
7	4	Opera Boxes	Thalia Hall
8	4	Opera Boxes	Thalia Hall
9	4	Opera Boxes	Thalia Hall
10	4	Opera Boxes	Thalia Hall
1	5	Opera Boxes	Thalia Hall
2	5	Opera Boxes	Thalia Hall
3	5	Opera Boxes	Thalia Hall
4	5	Opera Boxes	Thalia Hall
5	5	Opera Boxes	Thalia Hall
6	5	Opera Boxes	Thalia Hall
7	5	Opera Boxes	Thalia Hall
8	5	Opera Boxes	Thalia Hall
9	5	Opera Boxes	Thalia Hall
10	5	Opera Boxes	Thalia Hall
1	1	Seated Balcony	Thalia Hall
2	1	Seated Balcony	Thalia Hall
3	1	Seated Balcony	Thalia Hall
4	1	Seated Balcony	Thalia Hall
5	1	Seated Balcony	Thalia Hall
6	1	Seated Balcony	Thalia Hall
7	1	Seated Balcony	Thalia Hall
8	1	Seated Balcony	Thalia Hall
9	1	Seated Balcony	Thalia Hall
10	1	Seated Balcony	Thalia Hall
11	1	Seated Balcony	Thalia Hall
12	1	Seated Balcony	Thalia Hall
13	1	Seated Balcony	Thalia Hall
14	1	Seated Balcony	Thalia Hall
15	1	Seated Balcony	Thalia Hall
16	1	Seated Balcony	Thalia Hall
17	1	Seated Balcony	Thalia Hall
18	1	Seated Balcony	Thalia Hall
19	1	Seated Balcony	Thalia Hall
20	1	Seated Balcony	Thalia Hall
21	1	Seated Balcony	Thalia Hall
22	1	Seated Balcony	Thalia Hall
23	1	Seated Balcony	Thalia Hall
24	1	Seated Balcony	Thalia Hall
25	1	Seated Balcony	Thalia Hall
1	2	Seated Balcony	Thalia Hall
2	2	Seated Balcony	Thalia Hall
3	2	Seated Balcony	Thalia Hall
4	2	Seated Balcony	Thalia Hall
5	2	Seated Balcony	Thalia Hall
6	2	Seated Balcony	Thalia Hall
7	2	Seated Balcony	Thalia Hall
8	2	Seated Balcony	Thalia Hall
9	2	Seated Balcony	Thalia Hall
10	2	Seated Balcony	Thalia Hall
11	2	Seated Balcony	Thalia Hall
12	2	Seated Balcony	Thalia Hall
13	2	Seated Balcony	Thalia Hall
14	2	Seated Balcony	Thalia Hall
15	2	Seated Balcony	Thalia Hall
16	2	Seated Balcony	Thalia Hall
17	2	Seated Balcony	Thalia Hall
18	2	Seated Balcony	Thalia Hall
19	2	Seated Balcony	Thalia Hall
20	2	Seated Balcony	Thalia Hall
21	2	Seated Balcony	Thalia Hall
22	2	Seated Balcony	Thalia Hall
23	2	Seated Balcony	Thalia Hall
24	2	Seated Balcony	Thalia Hall
25	2	Seated Balcony	Thalia Hall
1	3	Seated Balcony	Thalia Hall
2	3	Seated Balcony	Thalia Hall
3	3	Seated Balcony	Thalia Hall
4	3	Seated Balcony	Thalia Hall
5	3	Seated Balcony	Thalia Hall
6	3	Seated Balcony	Thalia Hall
7	3	Seated Balcony	Thalia Hall
8	3	Seated Balcony	Thalia Hall
9	3	Seated Balcony	Thalia Hall
10	3	Seated Balcony	Thalia Hall
11	3	Seated Balcony	Thalia Hall
12	3	Seated Balcony	Thalia Hall
13	3	Seated Balcony	Thalia Hall
14	3	Seated Balcony	Thalia Hall
15	3	Seated Balcony	Thalia Hall
16	3	Seated Balcony	Thalia Hall
17	3	Seated Balcony	Thalia Hall
18	3	Seated Balcony	Thalia Hall
19	3	Seated Balcony	Thalia Hall
20	3	Seated Balcony	Thalia Hall
21	3	Seated Balcony	Thalia Hall
22	3	Seated Balcony	Thalia Hall
23	3	Seated Balcony	Thalia Hall
24	3	Seated Balcony	Thalia Hall
25	3	Seated Balcony	Thalia Hall
1	4	Seated Balcony	Thalia Hall
2	4	Seated Balcony	Thalia Hall
3	4	Seated Balcony	Thalia Hall
4	4	Seated Balcony	Thalia Hall
5	4	Seated Balcony	Thalia Hall
6	4	Seated Balcony	Thalia Hall
7	4	Seated Balcony	Thalia Hall
8	4	Seated Balcony	Thalia Hall
9	4	Seated Balcony	Thalia Hall
10	4	Seated Balcony	Thalia Hall
11	4	Seated Balcony	Thalia Hall
12	4	Seated Balcony	Thalia Hall
13	4	Seated Balcony	Thalia Hall
14	4	Seated Balcony	Thalia Hall
15	4	Seated Balcony	Thalia Hall
16	4	Seated Balcony	Thalia Hall
17	4	Seated Balcony	Thalia Hall
18	4	Seated Balcony	Thalia Hall
19	4	Seated Balcony	Thalia Hall
20	4	Seated Balcony	Thalia Hall
21	4	Seated Balcony	Thalia Hall
22	4	Seated Balcony	Thalia Hall
23	4	Seated Balcony	Thalia Hall
24	4	Seated Balcony	Thalia Hall
25	4	Seated Balcony	Thalia Hall
1	5	Seated Balcony	Thalia Hall
2	5	Seated Balcony	Thalia Hall
3	5	Seated Balcony	Thalia Hall
4	5	Seated Balcony	Thalia Hall
5	5	Seated Balcony	Thalia Hall
6	5	Seated Balcony	Thalia Hall
7	5	Seated Balcony	Thalia Hall
8	5	Seated Balcony	Thalia Hall
9	5	Seated Balcony	Thalia Hall
10	5	Seated Balcony	Thalia Hall
11	5	Seated Balcony	Thalia Hall
12	5	Seated Balcony	Thalia Hall
13	5	Seated Balcony	Thalia Hall
14	5	Seated Balcony	Thalia Hall
15	5	Seated Balcony	Thalia Hall
16	5	Seated Balcony	Thalia Hall
17	5	Seated Balcony	Thalia Hall
18	5	Seated Balcony	Thalia Hall
19	5	Seated Balcony	Thalia Hall
20	5	Seated Balcony	Thalia Hall
21	5	Seated Balcony	Thalia Hall
22	5	Seated Balcony	Thalia Hall
23	5	Seated Balcony	Thalia Hall
24	5	Seated Balcony	Thalia Hall
25	5	Seated Balcony	Thalia Hall
1	6	Seated Balcony	Thalia Hall
2	6	Seated Balcony	Thalia Hall
3	6	Seated Balcony	Thalia Hall
4	6	Seated Balcony	Thalia Hall
5	6	Seated Balcony	Thalia Hall
6	6	Seated Balcony	Thalia Hall
7	6	Seated Balcony	Thalia Hall
8	6	Seated Balcony	Thalia Hall
9	6	Seated Balcony	Thalia Hall
10	6	Seated Balcony	Thalia Hall
11	6	Seated Balcony	Thalia Hall
12	6	Seated Balcony	Thalia Hall
13	6	Seated Balcony	Thalia Hall
14	6	Seated Balcony	Thalia Hall
15	6	Seated Balcony	Thalia Hall
16	6	Seated Balcony	Thalia Hall
17	6	Seated Balcony	Thalia Hall
18	6	Seated Balcony	Thalia Hall
19	6	Seated Balcony	Thalia Hall
20	6	Seated Balcony	Thalia Hall
21	6	Seated Balcony	Thalia Hall
22	6	Seated Balcony	Thalia Hall
23	6	Seated Balcony	Thalia Hall
24	6	Seated Balcony	Thalia Hall
25	6	Seated Balcony	Thalia Hall
1	7	Seated Balcony	Thalia Hall
2	7	Seated Balcony	Thalia Hall
3	7	Seated Balcony	Thalia Hall
4	7	Seated Balcony	Thalia Hall
5	7	Seated Balcony	Thalia Hall
6	7	Seated Balcony	Thalia Hall
7	7	Seated Balcony	Thalia Hall
8	7	Seated Balcony	Thalia Hall
9	7	Seated Balcony	Thalia Hall
10	7	Seated Balcony	Thalia Hall
11	7	Seated Balcony	Thalia Hall
12	7	Seated Balcony	Thalia Hall
13	7	Seated Balcony	Thalia Hall
14	7	Seated Balcony	Thalia Hall
15	7	Seated Balcony	Thalia Hall
16	7	Seated Balcony	Thalia Hall
17	7	Seated Balcony	Thalia Hall
18	7	Seated Balcony	Thalia Hall
19	7	Seated Balcony	Thalia Hall
20	7	Seated Balcony	Thalia Hall
21	7	Seated Balcony	Thalia Hall
22	7	Seated Balcony	Thalia Hall
23	7	Seated Balcony	Thalia Hall
24	7	Seated Balcony	Thalia Hall
25	7	Seated Balcony	Thalia Hall
1	8	Seated Balcony	Thalia Hall
2	8	Seated Balcony	Thalia Hall
3	8	Seated Balcony	Thalia Hall
4	8	Seated Balcony	Thalia Hall
5	8	Seated Balcony	Thalia Hall
6	8	Seated Balcony	Thalia Hall
7	8	Seated Balcony	Thalia Hall
8	8	Seated Balcony	Thalia Hall
9	8	Seated Balcony	Thalia Hall
10	8	Seated Balcony	Thalia Hall
11	8	Seated Balcony	Thalia Hall
12	8	Seated Balcony	Thalia Hall
13	8	Seated Balcony	Thalia Hall
14	8	Seated Balcony	Thalia Hall
15	8	Seated Balcony	Thalia Hall
16	8	Seated Balcony	Thalia Hall
17	8	Seated Balcony	Thalia Hall
18	8	Seated Balcony	Thalia Hall
19	8	Seated Balcony	Thalia Hall
20	8	Seated Balcony	Thalia Hall
21	8	Seated Balcony	Thalia Hall
22	8	Seated Balcony	Thalia Hall
23	8	Seated Balcony	Thalia Hall
24	8	Seated Balcony	Thalia Hall
25	8	Seated Balcony	Thalia Hall
1	9	Seated Balcony	Thalia Hall
2	9	Seated Balcony	Thalia Hall
3	9	Seated Balcony	Thalia Hall
4	9	Seated Balcony	Thalia Hall
5	9	Seated Balcony	Thalia Hall
6	9	Seated Balcony	Thalia Hall
7	9	Seated Balcony	Thalia Hall
8	9	Seated Balcony	Thalia Hall
9	9	Seated Balcony	Thalia Hall
10	9	Seated Balcony	Thalia Hall
11	9	Seated Balcony	Thalia Hall
12	9	Seated Balcony	Thalia Hall
13	9	Seated Balcony	Thalia Hall
14	9	Seated Balcony	Thalia Hall
15	9	Seated Balcony	Thalia Hall
16	9	Seated Balcony	Thalia Hall
17	9	Seated Balcony	Thalia Hall
18	9	Seated Balcony	Thalia Hall
19	9	Seated Balcony	Thalia Hall
20	9	Seated Balcony	Thalia Hall
21	9	Seated Balcony	Thalia Hall
22	9	Seated Balcony	Thalia Hall
23	9	Seated Balcony	Thalia Hall
24	9	Seated Balcony	Thalia Hall
25	9	Seated Balcony	Thalia Hall
1	10	Seated Balcony	Thalia Hall
2	10	Seated Balcony	Thalia Hall
3	10	Seated Balcony	Thalia Hall
4	10	Seated Balcony	Thalia Hall
5	10	Seated Balcony	Thalia Hall
6	10	Seated Balcony	Thalia Hall
7	10	Seated Balcony	Thalia Hall
8	10	Seated Balcony	Thalia Hall
9	10	Seated Balcony	Thalia Hall
10	10	Seated Balcony	Thalia Hall
11	10	Seated Balcony	Thalia Hall
12	10	Seated Balcony	Thalia Hall
13	10	Seated Balcony	Thalia Hall
14	10	Seated Balcony	Thalia Hall
15	10	Seated Balcony	Thalia Hall
16	10	Seated Balcony	Thalia Hall
17	10	Seated Balcony	Thalia Hall
18	10	Seated Balcony	Thalia Hall
19	10	Seated Balcony	Thalia Hall
20	10	Seated Balcony	Thalia Hall
21	10	Seated Balcony	Thalia Hall
22	10	Seated Balcony	Thalia Hall
23	10	Seated Balcony	Thalia Hall
24	10	Seated Balcony	Thalia Hall
25	10	Seated Balcony	Thalia Hall
1	1	Lower Balcony	Lincoln Theatre
2	1	Lower Balcony	Lincoln Theatre
3	1	Lower Balcony	Lincoln Theatre
4	1	Lower Balcony	Lincoln Theatre
5	1	Lower Balcony	Lincoln Theatre
6	1	Lower Balcony	Lincoln Theatre
7	1	Lower Balcony	Lincoln Theatre
8	1	Lower Balcony	Lincoln Theatre
9	1	Lower Balcony	Lincoln Theatre
10	1	Lower Balcony	Lincoln Theatre
11	1	Lower Balcony	Lincoln Theatre
12	1	Lower Balcony	Lincoln Theatre
13	1	Lower Balcony	Lincoln Theatre
14	1	Lower Balcony	Lincoln Theatre
15	1	Lower Balcony	Lincoln Theatre
16	1	Lower Balcony	Lincoln Theatre
17	1	Lower Balcony	Lincoln Theatre
18	1	Lower Balcony	Lincoln Theatre
19	1	Lower Balcony	Lincoln Theatre
20	1	Lower Balcony	Lincoln Theatre
21	1	Lower Balcony	Lincoln Theatre
22	1	Lower Balcony	Lincoln Theatre
23	1	Lower Balcony	Lincoln Theatre
24	1	Lower Balcony	Lincoln Theatre
25	1	Lower Balcony	Lincoln Theatre
1	2	Lower Balcony	Lincoln Theatre
2	2	Lower Balcony	Lincoln Theatre
3	2	Lower Balcony	Lincoln Theatre
4	2	Lower Balcony	Lincoln Theatre
5	2	Lower Balcony	Lincoln Theatre
6	2	Lower Balcony	Lincoln Theatre
7	2	Lower Balcony	Lincoln Theatre
8	2	Lower Balcony	Lincoln Theatre
9	2	Lower Balcony	Lincoln Theatre
10	2	Lower Balcony	Lincoln Theatre
11	2	Lower Balcony	Lincoln Theatre
12	2	Lower Balcony	Lincoln Theatre
13	2	Lower Balcony	Lincoln Theatre
14	2	Lower Balcony	Lincoln Theatre
15	2	Lower Balcony	Lincoln Theatre
16	2	Lower Balcony	Lincoln Theatre
17	2	Lower Balcony	Lincoln Theatre
18	2	Lower Balcony	Lincoln Theatre
19	2	Lower Balcony	Lincoln Theatre
20	2	Lower Balcony	Lincoln Theatre
21	2	Lower Balcony	Lincoln Theatre
