tid	face_value	cancel_datetime	oid
1243	82.00	\N	362
1244	82.00	\N	362
1245	39.00	\N	363
1246	39.00	\N	364
1247	39.00	\N	364
1248	39.00	\N	364
1249	39.00	\N	365
1250	39.00	\N	365
1251	24.00	\N	366
1252	39.00	\N	366
1253	39.00	\N	366
1254	39.00	\N	366
1255	39.00	\N	366
1256	39.00	\N	367
1257	39.00	\N	367
1258	39.00	\N	367
1259	39.00	\N	367
1260	39.00	\N	367
1261	39.00	\N	367
1262	39.00	\N	368
1263	39.00	\N	368
1264	24.00	\N	368
1265	39.00	\N	368
1266	24.00	\N	368
1267	39.00	\N	368
1268	39.00	\N	369
1269	39.00	\N	369
1270	39.00	\N	369
1271	39.00	\N	369
1272	39.00	\N	369
1273	39.00	\N	369
1274	39.00	\N	370
1275	39.00	\N	370
1276	39.00	\N	370
1277	24.00	\N	370
1278	39.00	\N	370
1279	39.00	\N	371
1280	39.00	\N	371
1281	39.00	\N	371
1282	39.00	\N	372
1283	39.00	\N	372
1284	39.00	\N	372
1285	39.00	\N	372
1286	39.00	\N	372
1287	39.00	\N	372
1288	39.00	\N	373
1289	39.00	\N	373
1290	42.00	\N	374
1291	87.00	\N	375
1292	87.00	\N	376
1293	87.00	\N	376
1294	42.00	\N	376
1295	87.00	\N	376
1296	87.00	\N	376
1297	87.00	\N	376
1298	42.00	\N	377
1299	87.00	\N	378
1300	87.00	\N	379
1301	87.00	\N	379
1302	42.00	\N	379
1303	87.00	\N	379
1304	87.00	\N	379
1305	87.00	\N	379
1306	42.00	\N	380
1307	87.00	\N	380
1308	87.00	\N	380
1309	87.00	\N	380
1310	42.00	\N	380
1311	87.00	\N	380
1312	87.00	\N	381
1313	87.00	\N	381
1314	42.00	\N	381
1315	87.00	\N	381
1316	87.00	\N	382
1317	87.00	\N	382
1318	42.00	\N	382
1319	87.00	\N	383
1320	87.00	\N	384
1321	87.00	\N	384
1322	42.00	\N	384
1323	87.00	\N	384
1324	87.00	\N	384
1325	87.00	\N	385
1326	42.00	\N	385
1327	87.00	\N	386
1328	87.00	\N	386
1329	87.00	\N	386
1330	42.00	\N	386
1331	87.00	\N	386
1332	87.00	\N	387
1333	87.00	\N	387
1334	42.00	\N	387
1335	87.00	\N	388
1336	87.00	\N	388
1337	44.00	\N	389
1338	89.00	\N	389
1339	44.00	\N	389
1340	89.00	\N	389
1341	44.00	\N	389
1342	89.00	\N	389
1343	44.00	\N	390
1344	44.00	\N	390
1345	44.00	\N	391
1346	44.00	\N	391
1347	44.00	\N	391
1348	44.00	\N	391
1349	44.00	\N	391
1350	44.00	\N	392
1351	89.00	\N	392
1352	89.00	\N	393
1353	44.00	\N	393
1354	44.00	\N	393
1355	44.00	\N	393
1356	89.00	\N	393
1357	44.00	\N	394
1358	44.00	\N	394
1359	89.00	\N	394
1360	89.00	\N	394
1361	44.00	\N	394
1362	89.00	\N	395
1363	89.00	\N	395
1364	44.00	\N	395
1365	44.00	\N	395
1366	89.00	\N	396
1367	44.00	\N	396
1368	89.00	\N	396
1369	44.00	\N	396
1370	44.00	\N	396
1371	44.00	\N	396
1372	89.00	\N	397
1373	44.00	\N	397
1374	44.00	\N	398
1375	89.00	\N	398
1376	89.00	\N	398
1377	44.00	\N	398
1378	44.00	\N	398
1379	89.00	\N	399
1380	44.00	\N	399
1381	44.00	\N	399
1382	44.00	\N	399
1383	89.00	\N	399
1384	44.00	\N	400
1385	40.00	\N	401
1386	40.00	\N	402
1387	40.00	\N	402
1388	85.00	\N	402
1389	40.00	\N	402
1390	40.00	\N	403
1391	40.00	\N	403
1392	40.00	\N	403
1393	40.00	\N	403
1394	40.00	\N	404
1395	40.00	\N	404
1396	85.00	\N	404
1397	40.00	\N	405
1398	85.00	\N	405
1399	40.00	\N	405
1400	85.00	\N	405
1401	40.00	\N	405
1402	40.00	\N	406
1403	40.00	\N	407
1404	40.00	\N	407
1405	40.00	\N	407
1406	40.00	\N	408
1407	40.00	\N	408
1408	40.00	\N	408
1409	40.00	\N	408
1410	40.00	\N	408
1411	40.00	\N	409
1412	40.00	\N	409
1413	40.00	\N	409
1414	40.00	\N	409
1415	40.00	\N	409
1416	40.00	\N	409
1417	40.00	\N	410
1418	40.00	\N	410
1419	40.00	\N	410
1420	85.00	\N	410
1421	40.00	\N	410
1422	85.00	\N	411
1423	40.00	\N	411
1424	40.00	\N	411
1425	40.00	\N	411
1426	40.00	\N	411
1427	40.00	\N	412
1428	40.00	\N	412
1429	40.00	\N	412
1430	40.00	\N	412
1431	40.00	\N	413
1432	40.00	\N	413
1433	40.00	\N	413
1434	92.00	\N	414
1435	47.00	\N	414
1436	92.00	\N	415
1437	92.00	\N	416
1438	92.00	\N	416
1439	92.00	\N	416
1440	92.00	\N	417
1441	92.00	\N	418
1442	92.00	\N	418
1443	47.00	\N	419
1444	47.00	\N	419
1445	92.00	\N	419
1446	92.00	\N	419
1447	92.00	\N	419
1448	92.00	\N	420
1449	92.00	\N	420
1450	47.00	\N	421
1451	92.00	\N	422
1452	92.00	\N	423
1453	92.00	\N	423
1454	47.00	\N	423
1455	92.00	\N	423
1456	92.00	\N	423
1457	47.00	\N	423
1458	47.00	\N	424
1459	47.00	\N	424
1460	92.00	\N	424
1461	92.00	\N	424
1462	92.00	\N	424
1463	47.00	\N	424
1464	92.00	\N	425
1465	47.00	\N	425
1466	92.00	\N	425
1467	47.00	\N	425
1468	47.00	\N	425
1469	92.00	\N	426
1470	92.00	\N	426
1471	92.00	\N	426
1472	47.00	\N	427
1473	92.00	\N	427
1474	92.00	\N	427
1475	47.00	\N	427
1476	92.00	\N	428
1477	92.00	\N	428
1478	47.00	\N	428
1479	47.00	\N	428
1480	92.00	\N	428
1481	92.00	\N	429
1482	92.00	\N	430
1483	47.00	\N	430
1484	49.00	\N	431
1485	49.00	\N	431
1486	49.00	\N	431
1487	49.00	\N	431
1488	49.00	\N	432
1489	49.00	\N	432
1490	49.00	\N	432
1491	49.00	\N	432
1492	49.00	\N	432
1493	49.00	\N	432
1494	49.00	\N	433
1495	49.00	\N	433
1496	49.00	\N	433
1497	49.00	\N	433
1498	49.00	\N	434
1499	49.00	\N	434
1500	49.00	\N	434
1501	49.00	\N	434
1502	49.00	\N	435
1503	49.00	\N	435
1504	49.00	\N	435
1505	49.00	\N	436
1506	49.00	\N	436
1507	49.00	\N	436
1508	49.00	\N	436
1509	49.00	\N	436
1510	49.00	\N	436
1511	49.00	\N	437
1512	49.00	\N	437
1513	49.00	\N	437
1514	49.00	\N	438
1515	49.00	\N	438
1516	49.00	\N	439
1517	49.00	\N	439
1518	49.00	\N	439
1519	49.00	\N	439
1520	49.00	\N	440
1521	49.00	\N	440
1522	49.00	\N	440
1523	49.00	\N	440
1524	49.00	\N	440
1525	49.00	\N	441
1526	49.00	\N	442
1527	49.00	\N	442
1528	49.00	\N	442
1529	49.00	\N	443
1530	49.00	\N	444
1531	49.00	\N	444
1532	49.00	\N	444
1533	49.00	\N	444
1534	49.00	\N	444
1535	90.00	\N	445
1536	90.00	\N	445
1537	90.00	\N	445
1538	90.00	\N	445
1539	90.00	\N	445
1540	90.00	\N	445
1541	45.00	\N	446
1542	90.00	\N	446
1543	90.00	\N	447
1544	90.00	\N	447
1545	45.00	\N	447
1546	90.00	\N	447
1547	90.00	\N	447
1548	90.00	\N	448
1549	90.00	\N	448
1550	90.00	\N	448
1551	90.00	\N	448
1552	45.00	\N	448
1553	90.00	\N	449
1554	45.00	\N	450
1555	90.00	\N	450
1556	90.00	\N	450
1557	90.00	\N	450
1558	90.00	\N	450
1559	90.00	\N	451
1560	90.00	\N	451
1561	90.00	\N	451
1562	90.00	\N	451
1563	90.00	\N	451
1564	90.00	\N	452
1565	90.00	\N	452
1566	45.00	\N	452
1567	45.00	\N	452
1568	90.00	\N	452
1569	90.00	\N	452
1570	90.00	\N	453
1571	90.00	\N	453
1572	90.00	\N	453
1573	90.00	\N	453
1574	45.00	\N	454
1575	90.00	\N	454
1576	90.00	\N	455
1577	90.00	\N	455
1578	90.00	\N	455
1579	90.00	\N	455
1580	45.00	\N	455
1581	90.00	\N	455
1582	90.00	\N	456
1583	90.00	\N	456
1584	90.00	\N	456
1585	90.00	\N	456
1586	90.00	\N	456
1587	52.00	\N	457
1588	52.00	\N	457
1589	52.00	\N	457
1590	52.00	\N	458
1591	52.00	\N	458
1592	52.00	\N	458
1593	52.00	\N	458
1594	52.00	\N	458
1595	52.00	\N	459
1596	52.00	\N	459
1597	52.00	\N	459
1598	52.00	\N	459
1599	52.00	\N	459
1600	52.00	\N	459
1601	52.00	\N	460
1602	52.00	\N	460
1603	52.00	\N	460
1604	52.00	\N	460
1605	52.00	\N	460
1606	52.00	\N	461
1607	52.00	\N	461
1608	52.00	\N	461
1609	52.00	\N	461
1610	52.00	\N	461
1611	52.00	\N	461
1612	52.00	\N	462
1613	52.00	\N	463
1614	52.00	\N	463
1615	52.00	\N	463
1616	52.00	\N	463
1617	52.00	\N	463
1618	52.00	\N	464
1619	52.00	\N	464
1620	52.00	\N	464
1621	52.00	\N	464
1622	52.00	\N	464
1623	52.00	\N	464
1624	52.00	\N	465
1625	52.00	\N	465
1626	52.00	\N	465
1627	52.00	\N	465
1628	52.00	\N	465
1629	52.00	\N	465
1630	52.00	\N	466
1631	52.00	\N	466
1632	52.00	\N	467
1633	52.00	\N	467
1634	52.00	\N	467
1635	52.00	\N	468
1636	52.00	\N	468
1637	52.00	\N	468
1638	52.00	\N	468
1639	52.00	\N	468
1640	54.00	\N	469
1641	74.00	\N	469
1642	74.00	\N	469
1643	74.00	\N	469
1644	74.00	\N	469
1645	74.00	\N	470
1646	74.00	2026-06-29 10:14:35	471
1647	54.00	\N	471
1648	74.00	\N	471
1649	74.00	\N	472
1650	74.00	\N	472
1651	74.00	\N	472
1652	74.00	\N	473
1653	74.00	\N	473
1654	74.00	\N	473
1655	74.00	\N	473
1656	74.00	\N	473
1657	74.00	\N	474
1658	74.00	\N	474
1659	74.00	\N	474
1660	74.00	\N	475
1661	54.00	\N	475
1662	74.00	\N	475
1663	74.00	\N	475
1664	74.00	\N	475
1665	74.00	\N	476
1666	74.00	\N	477
1667	74.00	\N	477
1668	74.00	\N	477
1669	74.00	\N	477
1670	74.00	\N	477
1671	74.00	\N	477
1672	74.00	\N	478
1673	74.00	\N	478
1674	74.00	\N	478
1675	74.00	\N	478
1676	74.00	\N	478
1677	74.00	\N	478
1678	74.00	\N	479
1679	74.00	\N	479
1680	54.00	\N	479
1681	74.00	\N	479
1682	74.00	\N	479
1683	74.00	\N	479
1684	74.00	\N	480
1685	74.00	\N	480
1686	54.00	\N	480
1687	54.00	\N	481
1688	74.00	\N	481
1689	74.00	\N	481
1690	54.00	\N	481
1691	74.00	\N	482
1692	74.00	\N	482
1693	74.00	\N	482
1694	57.00	\N	483
1695	57.00	\N	484
1696	102.00	\N	484
1697	57.00	\N	484
1698	57.00	\N	484
1699	57.00	\N	485
1700	102.00	\N	485
1701	102.00	\N	485
1702	57.00	\N	485
1703	57.00	\N	485
1704	57.00	\N	486
1705	57.00	\N	486
1706	57.00	\N	486
1707	57.00	\N	487
1708	102.00	\N	487
1709	102.00	\N	487
1710	57.00	\N	487
1711	102.00	\N	487
1712	102.00	\N	488
1713	57.00	\N	489
1714	57.00	\N	489
1715	57.00	\N	489
1716	102.00	\N	489
1717	102.00	\N	489
1718	57.00	\N	489
1719	57.00	\N	490
1720	57.00	\N	490
1721	57.00	\N	490
1722	57.00	\N	490
1723	102.00	\N	490
1724	102.00	\N	491
1725	57.00	\N	491
1726	57.00	\N	492
1727	57.00	\N	492
1728	102.00	\N	492
1729	102.00	\N	492
1730	57.00	\N	492
1731	57.00	\N	493
1732	102.00	\N	493
1733	102.00	\N	494
1734	57.00	\N	494
1735	102.00	\N	494
1736	102.00	\N	494
1737	102.00	\N	494
1738	57.00	\N	495
1739	102.00	\N	495
1740	102.00	\N	495
1741	102.00	\N	495
1742	57.00	\N	495
1743	102.00	\N	495
1744	57.00	\N	496
1745	57.00	\N	496
1746	57.00	\N	496
1747	57.00	\N	497
1748	102.00	\N	498
1749	102.00	\N	498
1750	59.00	\N	499
1751	59.00	\N	500
1752	59.00	\N	500
1753	59.00	\N	500
1754	59.00	\N	501
1755	104.00	\N	501
1756	104.00	\N	501
1757	59.00	\N	501
1758	59.00	\N	501
1759	59.00	\N	501
1760	104.00	\N	502
1761	59.00	\N	502
1762	59.00	\N	503
1763	104.00	\N	504
1764	59.00	\N	505
1765	59.00	\N	505
1766	59.00	\N	505
1767	104.00	\N	506
1768	104.00	\N	506
1769	104.00	\N	506
1770	59.00	\N	506
1771	59.00	\N	507
1772	59.00	\N	507
1773	59.00	\N	508
1774	59.00	\N	508
1775	59.00	\N	508
1776	59.00	\N	509
1777	59.00	\N	509
1778	59.00	\N	510
1779	104.00	\N	510
1780	59.00	\N	510
1781	59.00	\N	511
1782	59.00	\N	511
1783	59.00	\N	512
1784	59.00	\N	512
1785	59.00	\N	512
1786	59.00	\N	512
1787	59.00	\N	512
1788	59.00	\N	512
1789	59.00	\N	513
1790	59.00	\N	513
1791	59.00	\N	513
1792	59.00	\N	513
1793	59.00	\N	513
1794	59.00	\N	514
1795	59.00	\N	514
1796	104.00	\N	514
1797	59.00	\N	514
1798	59.00	\N	515
1799	59.00	\N	515
1800	59.00	\N	515
1801	59.00	\N	515
1802	59.00	\N	516
1803	59.00	\N	516
1804	59.00	\N	516
1805	59.00	\N	517
1806	59.00	\N	517
1807	100.00	\N	518
1808	100.00	\N	518
1809	100.00	\N	518
1810	55.00	\N	518
1811	100.00	\N	519
1812	100.00	\N	519
1813	100.00	\N	519
1814	55.00	\N	520
1815	55.00	\N	520
1816	100.00	\N	520
1817	100.00	\N	521
1818	100.00	\N	521
1819	100.00	\N	521
1820	55.00	\N	521
1821	55.00	\N	522
1822	55.00	\N	523
1823	55.00	\N	524
1824	55.00	\N	524
1825	100.00	\N	524
1826	55.00	\N	524
1827	100.00	\N	524
1828	100.00	\N	525
1829	100.00	\N	525
1830	100.00	\N	525
1831	55.00	\N	526
1832	100.00	\N	527
1833	55.00	\N	527
1834	100.00	\N	527
1835	100.00	\N	528
1836	100.00	\N	528
1837	55.00	\N	528
1838	100.00	\N	528
1839	55.00	\N	528
1840	55.00	\N	528
1841	55.00	\N	529
1842	100.00	\N	529
1843	100.00	\N	529
1844	55.00	\N	530
1845	100.00	\N	531
1846	55.00	\N	531
1847	100.00	\N	531
1848	55.00	\N	531
1849	100.00	\N	531
1850	55.00	\N	532
1851	100.00	\N	532
1852	100.00	\N	532
1853	100.00	\N	532
1854	55.00	\N	532
1855	55.00	\N	533
1856	100.00	\N	533
1857	100.00	\N	533
1858	100.00	\N	534
1859	100.00	\N	534
1860	100.00	\N	534
1861	100.00	\N	534
1862	55.00	\N	534
1863	100.00	\N	534
1864	100.00	\N	535
1865	62.00	\N	536
1866	62.00	\N	537
1867	62.00	\N	538
1868	62.00	\N	538
1869	62.00	\N	538
1870	62.00	\N	538
1871	62.00	\N	539
1872	62.00	\N	539
1873	62.00	\N	539
1874	62.00	\N	539
1875	62.00	\N	540
1876	62.00	\N	540
1877	62.00	\N	540
1878	62.00	\N	540
1879	62.00	\N	540
1880	62.00	\N	541
1881	62.00	\N	541
1882	62.00	\N	541
1883	62.00	\N	541
1884	62.00	\N	541
1885	62.00	\N	542
1886	62.00	\N	542
1887	62.00	\N	542
1888	62.00	\N	542
1889	62.00	\N	543
1890	62.00	\N	543
1891	62.00	\N	544
1892	62.00	\N	544
1893	62.00	\N	544
1894	62.00	\N	544
1895	62.00	\N	545
1896	62.00	\N	545
1897	62.00	\N	546
1898	62.00	\N	546
1899	62.00	\N	546
1900	62.00	\N	546
1901	62.00	\N	546
1902	62.00	\N	546
1903	62.00	\N	547
1904	62.00	\N	547
1905	62.00	\N	547
1906	62.00	\N	547
1907	62.00	\N	548
1908	62.00	\N	548
1909	62.00	\N	548
1910	62.00	\N	549
1911	62.00	\N	549
1912	62.00	\N	549
1913	62.00	\N	549
1914	62.00	\N	549
1915	62.00	\N	549
1916	62.00	\N	550
1917	62.00	\N	551
1918	62.00	\N	551
1919	62.00	\N	552
1920	62.00	\N	552
1921	62.00	\N	552
1922	62.00	\N	552
1923	62.00	\N	552
1924	109.00	\N	553
1925	49.00	\N	553
1926	109.00	\N	553
1927	109.00	\N	553
1928	109.00	\N	554
1929	49.00	\N	554
1930	49.00	\N	554
1931	109.00	\N	554
1932	109.00	\N	554
1933	109.00	\N	555
1934	109.00	\N	555
1935	49.00	\N	555
1936	49.00	\N	555
1937	49.00	\N	556
1938	109.00	\N	557
1939	109.00	\N	557
1940	49.00	\N	557
1941	109.00	\N	557
1942	109.00	\N	557
1943	109.00	\N	557
1944	49.00	\N	558
1945	49.00	\N	558
1946	109.00	\N	558
1947	109.00	\N	558
1948	109.00	\N	559
1949	109.00	\N	559
1950	109.00	\N	560
1951	109.00	\N	560
1952	109.00	\N	560
1953	109.00	\N	560
1954	109.00	\N	560
1955	109.00	\N	561
1956	49.00	\N	561
1957	109.00	\N	561
1958	109.00	\N	561
1959	60.00	\N	562
1960	60.00	\N	563
1961	60.00	\N	563
1962	60.00	\N	563
1963	60.00	\N	563
1964	60.00	\N	564
1965	60.00	\N	565
1966	60.00	\N	565
1967	60.00	\N	565
1968	60.00	\N	565
1969	60.00	\N	565
1970	60.00	\N	565
1971	60.00	\N	566
1972	60.00	\N	567
1973	60.00	\N	567
1974	60.00	\N	568
1975	60.00	\N	568
1976	60.00	\N	568
1977	60.00	\N	569
1978	60.00	\N	569
1979	60.00	\N	569
1980	60.00	\N	569
1981	60.00	\N	569
1982	60.00	\N	570
1983	60.00	\N	570
1984	60.00	\N	570
1985	60.00	\N	570
1986	60.00	\N	570
1987	60.00	\N	571
1988	60.00	\N	571
1989	60.00	\N	571
1990	60.00	\N	571
1991	60.00	\N	571
1992	60.00	\N	571
1993	60.00	\N	572
1994	60.00	\N	572
1995	39.00	\N	573
1996	84.00	\N	573
1997	84.00	\N	573
1998	84.00	\N	574
1999	39.00	\N	574
2000	84.00	\N	575
2001	84.00	\N	575
2002	84.00	\N	576
2003	39.00	\N	576
2004	84.00	\N	577
2005	84.00	\N	577
2006	84.00	\N	578
2007	39.00	\N	578
2008	84.00	\N	578
2009	84.00	\N	578
2010	84.00	\N	579
2011	39.00	\N	579
2012	84.00	\N	580
2013	84.00	\N	581
2014	84.00	\N	581
2015	39.00	\N	581
2016	84.00	\N	582
2017	84.00	\N	582
2018	84.00	\N	582
2019	39.00	\N	582
2020	84.00	\N	582
2021	84.00	\N	582
2022	84.00	\N	583
2023	39.00	\N	583
2024	84.00	\N	584
2025	84.00	\N	584
2026	84.00	\N	584
2027	39.00	\N	584
2028	84.00	\N	584
2029	84.00	\N	585
2030	84.00	\N	585
2031	39.00	\N	585
2032	84.00	\N	585
2033	35.00	\N	586
2034	35.00	\N	587
2035	35.00	\N	588
2036	35.00	\N	588
2037	35.00	\N	588
2038	35.00	\N	588
2039	80.00	\N	588
2040	80.00	\N	588
2041	35.00	\N	589
2042	35.00	\N	589
2043	80.00	\N	589
2044	35.00	\N	589
2045	35.00	\N	589
2046	35.00	\N	590
2047	80.00	\N	590
2048	80.00	\N	590
2049	35.00	\N	590
2050	80.00	\N	590
2051	80.00	\N	590
2052	35.00	\N	591
2053	35.00	\N	591
2054	35.00	\N	591
2055	35.00	\N	591
2056	35.00	\N	591
2057	35.00	\N	592
2058	35.00	\N	592
2059	35.00	\N	592
2060	35.00	\N	593
2061	35.00	\N	594
2062	35.00	\N	594
2063	35.00	\N	595
2064	80.00	\N	595
2065	35.00	\N	595
2066	35.00	\N	595
2067	35.00	\N	596
2068	80.00	\N	596
2069	35.00	\N	596
2070	35.00	\N	596
2071	80.00	\N	596
2072	42.00	\N	597
2073	87.00	\N	597
2074	87.00	\N	598
2075	27.00	\N	598
2076	42.00	\N	599
2077	27.00	\N	600
2078	27.00	\N	601
2079	27.00	\N	601
2080	42.00	\N	601
2081	27.00	\N	601
2082	87.00	\N	601
2083	27.00	\N	601
2084	42.00	\N	602
2085	27.00	\N	602
2086	27.00	\N	602
2087	27.00	\N	602
2088	42.00	\N	603
2089	27.00	\N	603
2090	27.00	\N	604
2091	27.00	\N	604
2092	42.00	\N	604
2093	27.00	\N	604
2094	87.00	\N	604
2095	27.00	\N	604
2096	42.00	\N	605
2097	27.00	\N	606
2098	27.00	\N	606
2099	27.00	\N	607
2100	42.00	\N	607
2101	27.00	\N	607
2102	27.00	\N	607
2103	87.00	\N	607
2104	42.00	\N	607
2105	27.00	\N	608
2106	27.00	\N	608
2107	27.00	\N	608
2108	42.00	\N	608
2109	27.00	\N	608
2110	27.00	\N	609
2111	27.00	\N	609
2112	47.00	\N	610
2113	47.00	\N	610
2114	47.00	\N	610
2115	47.00	\N	610
2116	47.00	\N	610
2117	47.00	\N	610
2118	47.00	\N	611
2119	47.00	\N	611
2120	47.00	\N	611
2121	47.00	\N	611
2122	47.00	\N	611
2123	47.00	\N	611
2124	47.00	\N	612
2125	47.00	\N	612
2126	47.00	\N	612
2127	47.00	\N	612
2128	47.00	\N	612
2129	47.00	\N	612
2130	47.00	\N	613
2131	47.00	\N	613
2132	47.00	\N	614
2133	47.00	\N	614
2134	47.00	\N	615
2135	47.00	\N	615
2136	47.00	\N	615
2137	47.00	\N	616
2138	47.00	\N	616
2139	47.00	\N	616
2140	47.00	\N	617
2141	47.00	\N	617
2142	47.00	\N	617
2143	47.00	\N	617
2144	47.00	\N	618
2145	47.00	\N	618
2146	47.00	\N	619
2147	47.00	\N	619
2148	47.00	\N	619
2149	47.00	\N	619
2150	47.00	\N	619
2151	47.00	\N	619
2152	47.00	\N	620
2153	47.00	\N	620
2154	47.00	\N	620
2155	47.00	\N	620
2156	47.00	\N	620
2157	47.00	\N	620
2158	47.00	\N	621
2159	47.00	\N	621
2160	47.00	\N	621
2161	47.00	\N	621
2162	47.00	\N	621
2163	47.00	\N	622
2164	47.00	\N	622
2165	47.00	\N	622
2166	47.00	\N	622
2167	47.00	\N	622
2168	47.00	\N	622
2169	47.00	\N	623
2170	47.00	\N	623
2171	47.00	\N	623
2172	47.00	\N	624
2173	47.00	\N	624
2174	47.00	\N	624
2175	47.00	\N	625
2176	47.00	\N	625
2177	47.00	\N	625
2178	47.00	\N	625
2179	47.00	\N	625
2180	47.00	\N	626
2181	47.00	\N	626
2182	47.00	\N	626
2183	47.00	\N	626
2184	47.00	\N	626
2185	47.00	\N	627
2186	47.00	\N	627
2187	47.00	\N	627
2188	47.00	\N	627
2189	47.00	\N	627
2190	47.00	\N	627
2191	47.00	\N	628
2192	47.00	\N	628
2193	47.00	\N	628
2194	47.00	\N	629
2195	47.00	\N	629
2196	47.00	\N	630
2197	47.00	\N	630
2198	47.00	\N	630
2199	47.00	\N	630
2200	47.00	\N	630
2201	47.00	\N	631
2202	47.00	\N	631
2203	47.00	\N	631
2204	47.00	\N	631
2205	47.00	\N	631
2206	47.00	\N	632
2207	47.00	\N	632
2208	47.00	\N	632
2209	47.00	\N	632
2210	47.00	\N	632
2211	47.00	\N	633
2212	47.00	\N	633
2213	47.00	\N	633
2214	47.00	\N	634
2215	47.00	\N	634
2216	47.00	\N	634
2217	47.00	\N	634
2218	47.00	\N	634
2219	47.00	\N	634
2220	47.00	\N	635
2221	47.00	\N	635
2222	47.00	\N	635
2223	47.00	\N	636
2224	47.00	\N	636
2225	47.00	\N	636
2226	47.00	\N	636
2227	47.00	\N	637
2228	47.00	\N	637
2229	47.00	\N	637
2230	47.00	\N	637
2231	47.00	\N	637
2232	47.00	\N	637
2233	47.00	\N	638
2234	47.00	\N	638
2235	47.00	\N	639
2236	47.00	\N	639
2237	47.00	\N	640
2238	47.00	\N	640
2239	47.00	\N	640
2240	47.00	\N	640
2241	47.00	\N	640
2242	47.00	\N	641
2243	47.00	\N	641
2244	47.00	\N	641
2245	47.00	\N	642
2246	47.00	\N	642
2247	47.00	\N	642
2248	47.00	\N	642
2249	47.00	\N	642
2250	47.00	\N	643
2251	47.00	\N	643
2252	47.00	\N	643
2253	47.00	\N	643
2254	47.00	\N	643
2255	47.00	\N	644
2256	47.00	\N	644
2257	47.00	\N	644
2258	47.00	\N	644
2259	47.00	\N	644
2260	47.00	\N	645
2261	47.00	\N	645
2262	47.00	\N	645
2263	47.00	\N	645
2264	47.00	\N	645
2265	47.00	\N	646
2266	47.00	\N	646
2267	47.00	\N	646
2268	47.00	\N	647
2269	47.00	\N	647
2270	47.00	\N	647
2271	47.00	\N	647
2272	47.00	\N	648
2273	47.00	\N	648
2274	47.00	\N	648
2275	47.00	\N	648
2276	47.00	\N	649
2277	47.00	\N	649
2278	47.00	\N	649
2279	47.00	\N	649
2280	47.00	\N	649
2281	47.00	\N	650
2282	47.00	\N	650
2283	47.00	\N	650
2284	47.00	\N	650
2285	47.00	\N	650
2286	47.00	\N	650
2287	47.00	\N	651
2288	47.00	\N	651
2289	47.00	\N	651
2290	47.00	\N	651
2291	47.00	\N	651
2292	47.00	\N	651
2293	47.00	\N	652
2294	47.00	\N	652
2295	47.00	\N	652
2296	47.00	\N	652
2297	47.00	\N	653
2298	47.00	\N	653
2299	47.00	\N	653
2300	47.00	\N	653
2301	47.00	\N	653
2302	47.00	\N	654
2303	47.00	\N	654
2304	47.00	\N	654
2305	47.00	\N	654
2306	47.00	\N	654
2307	47.00	\N	655
2308	47.00	\N	655
2309	47.00	\N	655
2310	47.00	\N	656
2311	47.00	\N	656
2312	47.00	\N	656
2313	47.00	\N	656
2314	47.00	\N	656
2315	47.00	\N	657
2316	47.00	\N	657
2317	47.00	\N	657
2318	47.00	\N	658
2319	47.00	\N	658
2320	47.00	\N	658
2321	47.00	\N	658
2322	47.00	\N	659
2323	47.00	\N	659
2324	47.00	\N	659
2325	47.00	\N	659
2326	47.00	\N	659
2327	47.00	\N	659
2328	47.00	\N	660
2329	47.00	\N	660
2330	47.00	\N	660
2331	47.00	\N	660
2332	47.00	\N	661
2333	47.00	\N	661
2334	47.00	\N	661
2335	47.00	\N	661
2336	47.00	\N	662
2337	47.00	\N	662
2338	47.00	\N	662
2339	47.00	\N	662
2340	47.00	\N	662
2341	47.00	\N	663
2342	47.00	\N	663
2343	47.00	\N	663
2344	47.00	\N	663
2345	47.00	\N	663
2346	47.00	\N	663
2347	47.00	\N	664
2348	47.00	\N	664
2349	47.00	\N	664
2350	47.00	\N	664
2351	47.00	\N	664
2352	47.00	\N	665
2353	47.00	\N	665
2354	47.00	\N	665
2355	47.00	\N	665
2356	47.00	\N	665
2357	47.00	\N	666
2358	47.00	\N	666
2359	47.00	\N	666
2360	47.00	\N	667
2361	47.00	\N	667
2362	47.00	\N	667
2363	47.00	\N	667
2364	47.00	\N	667
2365	47.00	\N	667
2366	47.00	\N	668
2367	47.00	\N	668
2368	47.00	\N	668
2369	47.00	\N	668
2370	47.00	\N	668
2371	47.00	\N	669
2372	47.00	\N	669
2373	47.00	\N	669
2374	47.00	\N	669
2375	47.00	\N	670
2376	47.00	\N	670
2377	47.00	\N	670
2378	47.00	\N	671
2379	47.00	\N	671
2380	47.00	\N	671
2381	47.00	\N	671
2382	47.00	\N	672
2383	47.00	\N	672
2384	47.00	\N	672
2385	47.00	\N	673
2386	47.00	\N	673
2387	47.00	\N	673
2388	47.00	\N	673
2389	47.00	\N	673
2390	47.00	\N	673
2391	47.00	\N	674
2392	47.00	\N	674
2393	47.00	\N	674
2394	47.00	\N	675
2395	47.00	\N	675
2396	47.00	\N	675
2397	47.00	\N	676
2398	47.00	\N	676
2399	47.00	\N	676
2400	47.00	\N	676
2401	47.00	\N	676
2402	47.00	\N	676
2403	47.00	\N	677
2404	47.00	\N	677
2405	47.00	\N	677
2406	47.00	\N	677
