lid	tid	seller_id	list_datetime	price	withdraw_datetime	buyer_id	trans_datetime
339	3277	30	2026-03-31 02:10:41	44.10	\N	28	2026-04-01 02:10:41
340	2939	105	2026-06-11 02:13:32	40.18	2026-06-12 02:13:32	\N	\N
341	2771	105	2026-07-20 09:00:00	52.92	\N	46	2026-07-21 09:00:00
342	441	105	2026-01-13 06:15:54	60.76	2026-01-14 06:15:54	\N	\N
343	400	105	2026-05-30 23:00:00	100.00	\N	20	2026-05-31 23:00:00
344	1155	42	2026-07-08 06:58:25	114.45	\N	34	2026-07-09 06:58:25
345	2892	42	2026-04-19 14:04:15	52.92	\N	82	2026-04-20 14:04:15
346	3870	42	2026-07-05 06:57:31	70.20	2026-07-06 06:57:31	\N	\N
347	709	64	2026-07-24 15:11:49	84.00	\N	24	2026-07-25 15:11:49
348	3684	64	2026-06-22 06:00:00	53.30	\N	75	2026-06-23 06:00:00
349	3930	64	2026-06-14 07:51:32	63.70	\N	6	2026-06-15 07:51:32
350	2798	71	2026-03-14 09:07:21	51.45	\N	74	2026-03-15 09:07:21
351	3772	71	2026-07-19 07:31:15	63.70	\N	25	2026-07-20 07:31:15
352	3513	71	2026-06-06 08:00:00	70.20	\N	\N	\N
353	1882	71	2025-12-02 19:06:34	68.20	2025-12-03 19:06:34	\N	\N
354	2851	73	2026-04-19 03:36:41	49.00	\N	27	2026-04-20 03:36:41
355	2777	73	2026-06-23 14:53:00	52.92	\N	\N	\N
356	2849	73	2026-04-19 03:36:41	40.18	\N	51	2026-04-20 03:36:41
357	2246	61	2026-01-03 21:17:44	50.76	\N	77	2026-01-04 21:17:44
358	2363	61	2025-11-23 16:50:19	46.06	\N	23	2025-11-24 16:50:19
359	1712	61	2026-03-20 20:40:37	117.30	\N	30	2026-03-21 20:40:37
360	3029	39	2026-05-21 01:20:18	40.18	\N	8	2026-05-22 01:20:18
361	3032	39	2026-05-21 01:20:18	44.10	\N	20	2026-05-22 01:20:18
362	3213	39	2026-04-28 14:49:55	52.92	\N	105	2026-04-29 14:49:55
363	3215	39	2026-04-28 14:49:55	51.45	\N	73	2026-04-29 14:49:55
364	271	97	2026-06-23 00:17:35	56.70	\N	73	2026-06-24 00:17:35
365	2590	97	2025-11-07 20:37:12	49.35	\N	85	2025-11-08 20:37:12
366	782	97	2026-02-27 08:49:17	46.20	\N	96	2026-02-28 08:49:17
367	4129	97	2026-04-05 20:00:00	49.50	\N	12	2026-04-06 20:00:00
368	4159	77	2026-04-05 15:00:00	45.10	\N	42	2026-04-06 15:00:00
369	251	77	2026-05-04 21:19:36	56.70	\N	45	2026-05-05 21:19:36
370	3184	77	2026-05-28 06:19:35	52.92	2026-05-29 06:19:35	\N	\N
371	255	77	2026-05-04 21:19:36	44.28	\N	45	2026-05-05 21:19:36
372	3289	55	2026-06-15 22:12:08	52.92	\N	15	2026-06-16 22:12:08
373	244	100	2026-05-20 12:02:22	44.28	2026-05-21 12:02:22	\N	\N
374	3053	100	2026-03-06 12:29:49	52.92	\N	78	2026-03-07 12:29:49
375	1445	100	2025-11-25 20:31:24	96.60	\N	68	2025-11-26 20:31:24
376	2974	14	2026-07-10 04:21:38	49.00	\N	85	2026-07-11 04:21:38
377	978	14	2026-03-14 11:30:22	46.74	\N	92	2026-03-15 11:30:22
378	1525	14	2026-07-16 18:56:08	48.02	\N	\N	\N
379	990	18	2026-03-02 15:34:36	65.55	\N	40	2026-03-03 15:34:36
380	1907	69	2026-03-08 03:28:28	50.84	\N	74	2026-03-09 03:28:28
381	350	26	2026-07-09 05:26:59	53.10	\N	39	2026-07-10 05:26:59
382	4231	26	2026-07-08 20:54:00	61.60	\N	49	2026-07-09 20:54:00
383	1468	26	2026-01-28 15:02:15	38.54	\N	24	2026-01-29 15:02:15
384	1255	26	2026-04-12 23:58:07	35.10	\N	71	2026-04-13 23:58:07
385	3370	29	2026-04-08 22:00:00	36.90	2026-04-09 22:00:00	\N	\N
386	4176	35	2026-07-13 03:23:15	49.50	\N	16	2026-07-14 03:23:15
387	4178	35	2026-07-13 03:23:15	55.00	2026-07-14 03:23:15	\N	\N
388	2459	35	2026-03-05 10:07:04	46.06	2026-03-06 10:07:04	\N	\N
389	1891	35	2025-12-13 21:27:11	68.20	\N	13	2025-12-14 21:27:11
390	1395	56	2026-05-24 12:00:00	39.20	\N	20	2026-05-25 12:00:00
391	604	56	2025-12-22 09:35:28	90.20	\N	7	2025-12-23 09:35:28
392	3196	56	2026-03-31 22:33:45	52.92	\N	\N	\N
393	3788	102	2026-06-16 10:09:38	63.70	\N	38	2026-06-17 10:09:38
394	2788	102	2026-05-03 17:50:51	52.92	\N	45	2026-05-04 17:50:51
395	3803	40	2026-04-30 03:00:00	70.20	2026-05-01 03:00:00	\N	\N
396	2865	40	2026-05-09 11:36:54	52.92	\N	63	2026-05-10 11:36:54
397	123	40	2025-10-13 12:53:14	37.80	2025-10-14 12:53:14	\N	\N
398	3074	76	2026-05-24 23:15:32	48.02	\N	83	2026-05-25 23:15:32
399	4182	76	2026-07-05 15:56:05	60.50	2026-07-06 15:56:05	\N	\N
400	1351	76	2026-04-26 09:48:53	89.00	\N	69	2026-04-27 09:48:53
401	4317	28	2026-06-03 15:00:00	61.60	\N	103	2026-06-04 15:00:00
402	4152	91	2026-06-29 20:19:11	49.50	\N	101	2026-06-30 20:19:11
403	4566	70	2026-06-23 22:07:50	45.10	\N	\N	\N
404	478	70	2026-03-10 01:23:28	52.48	\N	43	2026-03-11 01:23:28
405	3443	70	2026-07-12 22:28:54	40.50	2026-07-13 22:28:54	\N	\N
406	514	70	2026-05-02 06:23:01	64.00	\N	48	2026-05-03 06:23:01
407	1024	46	2026-07-06 12:26:49	48.38	\N	85	2026-07-07 12:26:49
408	2438	46	2025-11-11 19:53:39	42.30	2025-11-12 19:53:39	\N	\N
409	2950	46	2026-04-22 01:32:31	51.45	\N	66	2026-04-23 01:32:31
410	1470	21	2025-12-17 23:46:53	96.60	2025-12-18 23:46:53	\N	\N
411	3235	21	2026-03-09 17:05:15	40.18	\N	12	2026-03-10 17:05:15
412	1501	21	2026-05-25 16:16:59	57.82	\N	92	2026-05-26 16:16:59
413	1042	21	2026-06-03 05:00:00	82.00	\N	\N	\N
414	4557	99	2026-06-08 14:00:00	61.60	\N	105	2026-06-09 14:00:00
415	4555	99	2026-06-08 14:00:00	49.50	\N	88	2026-06-09 14:00:00
416	4558	99	2026-06-08 14:00:00	45.10	\N	\N	\N
417	4584	62	2026-07-13 14:19:54	61.60	\N	38	2026-07-14 14:19:54
418	440	62	2026-03-08 14:47:52	50.84	\N	87	2026-03-09 14:47:52
419	1564	92	2026-05-27 19:00:00	88.20	2026-05-28 19:00:00	\N	\N
420	1593	92	2025-12-12 16:04:22	50.96	\N	37	2025-12-13 16:04:22
421	4240	92	2026-04-20 17:00:00	55.00	2026-04-21 17:00:00	\N	\N
422	3969	92	2026-06-09 23:00:00	68.25	2026-06-10 23:00:00	\N	\N
423	1065	79	2026-04-24 06:00:00	82.00	\N	70	2026-04-25 06:00:00
424	1563	12	2026-04-13 16:00:00	88.20	\N	92	2026-04-14 16:00:00
425	1559	12	2026-04-13 16:00:00	106.20	\N	50	2026-04-14 16:00:00
426	2935	12	2026-03-26 15:27:36	44.10	\N	\N	\N
427	1562	12	2026-04-13 16:00:00	106.20	\N	93	2026-04-14 16:00:00
428	3038	96	2026-07-22 05:30:18	52.92	\N	\N	\N
429	2808	96	2026-07-20 09:00:00	51.45	\N	60	2026-07-21 09:00:00
430	1641	96	2026-06-13 08:36:57	81.40	\N	33	2026-06-14 08:36:57
431	2818	75	2026-07-13 21:43:40	49.00	\N	73	2026-07-14 21:43:40
432	1593	37	2025-12-14 16:04:22	45.76	\N	44	2025-12-15 16:04:22
433	1007	62	2026-05-24 05:34:57	66.08	\N	98	2026-05-25 05:34:57
434	4557	105	2026-06-10 14:00:00	52.25	\N	103	2026-06-11 14:00:00
435	181	39	2026-06-28 17:00:00	85.50	\N	98	2026-06-29 17:00:00
436	96	73	2026-07-15 04:18:24	51.50	\N	55	2026-07-16 04:18:24
437	514	48	2026-05-04 06:23:01	49.92	\N	55	2026-05-05 06:23:01
438	1501	92	2026-05-27 16:16:59	57.82	\N	87	2026-05-28 16:16:59
439	4578	72	2026-05-11 14:00:00	52.25	\N	92	2026-05-12 14:00:00
440	1290	95	2026-02-17 16:39:42	39.90	\N	70	2026-02-18 16:39:42
441	2216	36	2025-10-26 21:28:23	36.66	\N	67	2025-10-27 21:28:23
442	3706	69	2026-05-23 12:00:00	57.20	\N	28	2026-05-24 12:00:00
443	24	29	2026-06-22 08:35:15	60.77	\N	101	2026-06-23 08:35:15
444	2205	45	2026-02-11 00:27:51	50.76	\N	7	2026-02-12 00:27:51
445	42	30	2026-03-22 19:57:25	37.05	\N	90	2026-03-23 19:57:25
446	1593	44	2025-12-16 16:04:22	52.00	\N	57	2025-12-17 16:04:22
447	1007	98	2026-05-26 05:34:57	67.85	\N	42	2026-05-27 05:34:57
448	514	55	2026-05-06 06:23:01	64.00	\N	23	2026-05-07 06:23:01
